"id","event","dtstart","dtend","venue","address","town","area","country","latitude","longitude"
2777,"Lilt, Irish Music House Concert","2012-06-09 16:00:00","2012-06-09 19:00:00","Blue Ridge Irish Music School","120 Waldorf School Rd.","Charlottesville","Virginia","USA",38.03279114,-78.49633789
2779,"Sean Gavin & Jesse Smith Concert","2012-06-10 15:00:00","2012-06-10 17:00:00","Home Of Dave Marlatt And Mary Whalen","9717 N. 32nd St.","Richland","Michigan","USA",42.40098190,-85.45516968
2785,"The Enema Variations","2012-06-11 17:00:00","2012-06-11 00:00:00","The New Sydney Hotel","87 Bathurst St","Hobart","Tasmania","Australia",-42.88083649,147.32507324
2781,"Bloomsday 2012","2012-06-16 12:30:00","2012-06-16 03:00:00","The New Sydney Hotel","87 Bathurst St","Hobart","Tasmania","Australia",-42.88083649,147.32507324
2786,"Seamus Begley & Oisin MacDiarmada - Steeple Sessions Concert","2012-06-19 20:00:00","2012-06-19 21:30:00","Unitarian Church","112 St. Stephen's Green West","Dublin","Dublin","Ireland",53.33774185,-6.26249695
2784,"Fleadh Cheoil Na HÉireann preview concert","2012-06-21 20:00:00","2012-06-21 22:00:00","Gonzo Theatre","The Imperial, Main St.","Cavan","Cavan","Ireland",53.99060440,-7.36294079
2787,"Edel Fox, Neill Byrne & Caoimhin O'Fearghail","2012-06-21 20:00:00","2012-06-21 21:30:00","Unitarian Church","112 St. Stephen's Green West","Dublin","Dublin","Ireland",53.33774185,-6.26249695
2735,"Voices & Harps Workshop - Moya Brennan And Cormac De Barra","2012-06-22 12:30:00","2012-06-24 23:30:00","Ionad Naomh Pádraig","Dobhair","Bunbeg","Donegal","Ireland",55.09661865,-8.27863026
2773,"Patrick Ball in O'Carolan's Farewell to Music","2012-06-22 19:00:00","2012-06-22 21:30:00","The Old Meeting House","1620 Center Rd.","East Montpelier","Vermont","USA",44.28346252,-72.52631378
2753,"Ephy & Dave","2012-06-23 20:00:00","2012-06-23 23:45:00","The Black Bull","17 Bridge Road, Chatburn","Clitheroe","Lancashire","England",53.89260101,-2.35409045
2799,"Tommy & Jacqui Martin At The Steeple Sessions","2012-06-26 20:00:00","2012-06-26 21:30:00","Unitarian Church","112 St. Stephen's Green West","Dublin","Dublin","Ireland",53.33774185,-6.26249695
2792,"North Atlantic Fiddle Convention 2012 (NAFCo)","2012-06-26 21:00:00","2012-07-01 00:00:00","Various Venues","","Derry","Derry","Northern Ireland",54.99080658,-7.31316614
2776,"Féile Chnoc Na Gaoithe","2012-06-28 19:00:00","2012-07-01 00:00:00","Comhaltas Cultural Centre","Chapel Street","Tulla","Clare","Ireland",52.86539078,-8.75787544
2800,"World Acadamy Of Music And Dance From The University Of Limerick At The Steeple Sessions","2012-06-28 20:00:00","2012-06-28 21:30:00","Unitarian Church","112 St. Stephen's Green West","Dublin","Dublin","Ireland",53.33774185,-6.26249695
6110,"Athrú EP Dublin Launch","2012-06-28 20:00:00","2015-06-28 23:00:00","Whelan's","25 Wexford Street","Dublin","Dublin","Ireland",53.33661652,-6.26572084
2794,"East Clare Session","2012-06-29 21:00:00","2012-06-29 23:00:00","Comhaltas Cultural Centre","Chapel Street","Tulla","Clare","Ireland",52.86539078,-8.75787544
2783,"Scottish Piping Society Of London 80th Anniversary Concert with Fred Morrison","2012-06-30 19:00:00","2012-06-30 00:00:00","London Welsh Centre","157 - 163 Gray's Inn Road","London","London","England",51.52502060,-0.11678090
2795,"Vincent Griffin Tribute Concert","2012-06-30 20:00:00","2012-06-30 23:00:00","Tulla Courthouse","Main St.","Tulla","Clare","Ireland",52.86749268,-8.75742149
2796,"Midday Session At The Powerhouse","2012-07-01 12:00:00","2012-07-01 00:00:00","Powerhouse Pub","Main St.","Tulla","Clare","Ireland",52.86847687,-8.75897312
2801,"Alasdair Fraser & Natalie Haas At The Steeple Sessions","2012-07-03 20:00:00","2012-07-03 21:30:00","Unitarian Church","112 St. Stephen's Green West","Dublin","Dublin","Ireland",53.33774185,-6.26249695
2802,"Fourth Of July Seisiun And BBQ","2012-07-04 15:00:00","2012-07-04 00:00:00","117 Upper Main Street","","Edgartown","Massachusetts","USA",42.08828354,-72.57858276
2767,"Tunes In The Church Galway City","2012-07-06 20:00:00","2012-07-06 21:30:00","St. Nicholas' Collegiate Church","Shop Street","Galway","Galway","Ireland",53.27280807,-9.05260086
2187,"Ballydehob Singers Club","2012-07-07 21:00:00","2012-07-07 00:00:00","Levis Bar","Main Street","Ballydehob","Cork","Ireland",51.56312943,-9.45925617
2807,"40 Years Of RnaG And The WCSS","2012-07-08 20:00:00","2012-07-08 00:00:00","Community Hall","","Miltown Malbay","Clare","Ireland",52.85620117,-9.40077591
2815,"Stockton Folk Club","2012-07-09 20:00:00","2012-07-16 23:45:00","The Sun Inn","","Stockton-on-Tees","Durham","England",54.90721130,-1.72990000
2805,"Dick Miles Waltham Abbey Folk Club","2012-07-09 20:15:00","2012-07-09 23:00:00","British Legion Club","","Waltham Abbey","Essex","England",52.35551834,-1.17431974
2808,"Dungarvan Singers Club","2012-07-09 21:00:00","2012-07-09 23:45:00","Dillons","Wolfe Tone Road","Dungarvan","Waterford","Ireland",52.08968735,-7.62913036
901,"Andy Irvine, Donal Lunny, Paddy Glackin And Liam O'Flynn","2012-07-10 00:00:00","2012-07-10 00:00:00","Balor Arts Centre","","Ballybofey","Donegal","Ireland",54.79682541,-7.78754807
2806,"Stanford Folk Club","2012-07-12 20:00:00","2012-07-12 23:45:00","The Drum","","Stanford","Kent","England",51.14947510,0.86947030
2813,"Diick Miles, Bodmin Folk Club","2012-07-13 18:30:00","2012-07-13 23:45:00","Masons Arms","","Bodmin","Cornwall","England",52.35551834,-1.17431974
2765,"Yn Chruinnaght Inter-Celtic Festival","2012-07-14 00:00:00","2012-07-21 00:00:00","Various Venues","","Peel","German","Isle Of Man",54.21895599,-4.69615841
2812,"Grand Canyon Celtic Arts Academy","2012-07-16 18:00:00","2012-07-19 16:30:00","NAU Ponderosa Building","Riordan Rd. And Riordan Ranch Rd.","Flagstaff","Arizona","USA",35.18971252,-111.65978241
2768,"Tunes In The Church Galway City","2012-07-16 20:00:00","2012-07-16 21:30:00","St. Nicholas' Collegiate Church","Shop Street","Galway","Galway","Ireland",53.27280807,-9.05260086
2809,"A History Of Irish Folk Music In Chicago","2012-07-17 19:00:00","2012-07-17 21:00:00","The Hotel Weatherford","23 N. Leroux","Flagstaff","Arizona","USA",35.19841385,-111.64910126
2769,"Tunes In The Church Galway City","2012-07-18 20:00:00","2012-07-18 21:30:00","St. Nicholas' Collegiate Church","Shop Street","Galway","Galway","Ireland",53.27280807,-9.05260086
2751,"Mendocino Music Festival Presents Solas","2012-07-19 08:00:00","2012-07-19 10:00:00","Mendocino Headlands State Park","45100 Main St","Mendocino","California","USA",39.30479431,-123.80152130
2810,"Brian Miller & Randy Gosa: Irish Music From The Lumber Camps","2012-07-19 19:00:00","2012-07-19 21:00:00","Riordan Mansion Visitor Center","409 W. Riordan Rd.","Flagstaff","Arizona","USA",35.18740463,-111.65950012
2798,"Acoustic Music Session","2012-07-19 20:30:00","2012-07-19 23:00:00","Berry Brow Liberal Club","6 Parkgate, Berry Brow","Huddersfield","Yorkshire","England",53.61946487,-1.79522467
2818,"Music At The Marina","2012-07-20 17:00:00","2012-07-20 20:00:00","McKinley Marina Overlook Pavilion","1600 North Lincoln Memorial Drive","Milwaukee","Wisconsin","USA",43.78443909,-88.78786469
2811,"Bua In Concert","2012-07-20 20:00:00","2012-07-20 22:00:00","Pioneer Museum Barn","2340 N. Ft. Valley Rd.","Flagstaff","Arizona","USA",34.04892731,-111.09373474
2797,"Cleveland Irish Cultural Festival Session","2012-07-21 15:00:00","2012-07-22 20:00:00","Cuyahoga County Fairgrounds","Bagley Road, Berea","Berea","Cleveland","USA",41.37320328,-81.90531158
2748,"Augusta Heritage Center - Irish Week","2012-07-22 12:00:00","2012-07-27 22:00:00","Augusta Heritage Center Of Davis And Elkins College","100 Campus Drive","Elkins","West Virginia","USA",38.93042374,-79.84553528
2780,"NicGaviskey In Concert","2012-07-24 19:30:00","2012-07-24 21:30:00","Richland Community Hall","8985 Gull Road","Richland","Michigan","USA",42.37615204,-85.45668030
2816,"Roxby Music Festival","2012-07-25 12:00:00","2012-07-30 12:00:00","Fox Inn","","Roxby","Yorkshire","England",53.95486069,-1.10573995
2819,"NicGaviskey Live In The Celtic Room","2012-07-25 19:00:00","2012-07-26 00:00:00","Conor O'Neill's","318 South Main Street","Ann Arbor","Michigan","USA",42.27885056,-83.74879456
2747,"The Anne & Pat Molloy Summer School","2012-07-28 10:00:00","2012-07-29 20:00:00","Various Venues","Digbeth","Birmingham","West Midlands","England",52.47525406,-1.88711905
2822,"The Anne & Pat Molloy Summer School","2012-07-28 11:00:00","2012-07-29 17:30:00","Various Venues","Digbeth","Birmingham","West Midlands","England",52.47525406,-1.88711905
2705,"Scoil Acla Traditional Music & Cultural Summer School","2012-07-30 00:00:00","2012-08-05 00:00:00","Various Venues","","Achill Island","Mayo","Ireland",53.96195221,-10.01533508
2827,"Dermot Byrne And Floriane Blancke","2012-07-30 07:30:00","2012-07-30 00:00:00","Rocky Sullivan's","34 Van Dyke St","Brooklyn","New York","USA",40.67387009,-74.01179504
2791,"Mick Moloney & Friends","2012-07-30 20:30:00","2012-07-30 00:00:00","The Patrician","","Carrickmore","Tyrone","Northern Ireland",54.60295868,-7.09410000
2793,"Bodhran Workshop With Albert Alfonso","2012-08-01 07:00:00","2012-08-01 00:00:00","Carnegie Mellon University","University Center Bld","Pittsburgh","Pennsylvania","USA",40.45449829,-79.94146729
2828,"Bodhran Workshop With Albert Alfonso","2012-08-01 19:00:00","2012-08-01 20:30:00","Carnegie Mellon University","University Center Bld","Pittsburgh","Pennsylvania","USA",40.45449829,-79.94146729
2770,"Tunes In The Church Galway City","2012-08-01 20:00:00","2012-08-01 21:30:00","St. Nicholas' Collegiate Church","Shop Street","Galway","Galway","Ireland",53.27280807,-9.05260086
2789,"Dana Lyn And Kyle Sanna, Community Concert","2012-08-03 19:30:00","2012-08-03 22:00:00","Tualatin Heritage Center","8700 SW Sweek Drive","Tualatin","Oregon","USA",45.38631058,-122.76698303
2831,"Dana Lyn And Kyle Sanna-live In Concert","2012-08-03 19:30:00","2012-08-03 22:00:00","Tualatin Heritage Center","8700 SW Sweek Drive","Tualatin","Oregon","USA",45.38631058,-122.76698303
2825,"Scoil Acla Live Webcast On LiveTrad.com","2012-08-03 20:30:00","2012-08-03 22:30:00","Wavecrest Hotel","","Achill Island","Mayo","Ireland",53.96390915,-10.00303078
2804,"Goderich Celtic College & Celtic Kids Camp","2012-08-06 09:00:00","2012-08-10 16:30:00","Various Venues","","Goderich","Ontario","Canada",43.72173309,-81.62636566
2823,"Dublin Urban Fleadh 2012","2012-08-06 14:00:00","2012-08-06 18:00:00","Wolfe Tone Square","Jervis Lane Upper","Dublin","Dublin","Ireland",53.34857178,-6.26804733
2782,"Auchtermuchty Traditional Music Festival","2012-08-10 00:00:00","2012-08-12 00:00:00","Various Venues","","Auchtermuchty","Fife","Scotland",56.49067307,-4.20264578
2820,"Fleadh Cheoil Na HEireann","2012-08-10 00:00:00","2012-08-20 00:00:00","Various Venues","","Cavan","Cavan","Ireland",53.99420929,-7.36089563
2821,"Street Seisiun Competition","2012-08-10 00:00:00","2012-08-19 00:00:00","Various Venues","","Cavan","Cavan","Ireland",53.99420929,-7.36089563
2803,"Goderich Celtic Roots Festival","2012-08-10 11:00:00","2012-08-12 00:00:00","Lions Harbour Park","","Goderich","Ontario","Canada",43.74406433,-81.72023773
2790,"Noel Hill, West Coast Concert","2012-08-10 20:00:00","2012-08-10 22:30:00","Tualatin Heritage Center","8700 SW Sweek Drive","Tualatin","Oregon","USA",45.38631058,-122.76698303
2834,"Noel Hill In Concert","2012-08-10 20:00:00","2012-08-10 22:00:00","Tualatin Heritage Center","8700 SW Sweek Drive","Tualatin","Oregon","USA",45.38631058,-122.76698303
2656,"Bath Folk Festival & Traditional Music Summer School","2012-08-13 00:00:00","2012-08-19 00:00:00","Various Venues","","Bath","Somerset","England",51.37580109,-2.35990381
2788,"Bath Folk Festival & Summer School","2012-08-13 00:00:00","2012-08-19 00:00:00","Various Venues","","Bath","Somerset","England",51.37580109,-2.35990381
2830,"Féile Ceol Na Locha","2012-08-13 09:30:00","2012-08-17 13:00:00","Coláiste Mhuire","","Tourmakeady","Mayo","Ireland",53.64386749,-9.38484478
2756,"Milwaukee Irish Fest Summer School","2012-08-13 19:00:00","2012-08-17 12:00:00","Milwaukee School Of Engineering","1025 N. Broadway","Milwaukee","Wisconsin","USA",43.04564285,-87.90221405
2835,"Brock Maguire Band","2012-08-15 07:30:00","2012-08-15 00:00:00","Rocky Sullivan's","34 Van Dyke St","Brooklyn","New York","USA",40.67387009,-74.01179504
2840,"Altan & Clannad live","2012-08-16 19:00:00","2012-08-16 00:00:00","Liberty Insurance Dome","Cavan Institute","Cavan","Cavan","Ireland",53.98859406,-7.36221170
2832,"Dominique Dodge - Tunes In The Church","2012-08-17 19:30:00","2012-08-17 21:30:00","The Old Round Church","25 Round Church Road","Richmond","Vermont","USA",44.39886475,-72.99905396
2833,"Dominique Dodge - Tunes In The Schoolhouse","2012-08-19 19:30:00","2012-08-19 21:30:00","The Four Corners Schoolhouse","","East Montpelier","Vermont","USA",43.89739990,-73.10330963
2838,"Dominique Dodge - Tunes In The North End","2012-08-23 19:30:00","2012-08-23 21:30:00","North End Studio B","294 North Winooski Ave","Burlington","Vermont","USA",44.48748016,-73.20812988
2824,"TradFolk Workshops & Sessions","2012-08-25 10:30:00","2012-08-25 21:00:00","Various Venues","","Glasgow","Glasgow","Scotland",55.86423874,-4.25180578
2846,"Eire La Festa","2012-08-26 10:30:00","2012-08-26 23:30:00","Centro Storico","","Bondeno (FE)","Emilia Romagna","Italy",44.88831711,11.41061211
2844,"Ceoltóirí Cluain Tarbh At The Tall Ships Festival","2012-08-26 12:00:00","2012-08-26 14:00:00","Grand Canal Dock","","Dublin","Dublin","Ireland",53.34944153,-6.26008272
2845,"Oíche Mhúscailte","2012-08-29 20:00:00","2012-08-29 22:00:00","Teach Siamsa","","Finuge","Kerry","Ireland",52.16789246,-9.52598572
2841,"Album Launch: Danny and Aki","2012-08-30 19:30:00","2012-08-30 00:00:00","The Grand Social","35 Liffey Street","Dublin","Dublin","Ireland",53.34690094,-6.26344109
2847,"Ceol Na gCruach","2012-08-31 20:00:00","2012-09-02 20:00:00","The Glen Tavern","Greenans, R253","Glenties","Donegal","Ireland",54.79259491,-8.23539066
2848,"An Puball Gaeilge","2012-09-01 18:00:00","2012-09-01 20:00:00","Mindfield","Electric Picnic","Stradbally","Laois","Ireland",52.99429321,-7.33230066
2870,"Trad Fest","2012-09-06 18:00:00","2012-09-09 23:00:00","Various Venues","","Dingle","Kerry","Ireland",52.14093781,-10.26401424
2707,"Greenwood Furnace State Park","2012-09-07 17:00:00","2012-09-09 13:00:00","Greenwood Furnace State Park","","Huntingdon","Pennsylvania","USA",40.64786148,-77.76380157
2850,"Irish Music: Cady Finlayson & Vita Tanga With Special Guest Mari","2012-09-07 21:00:00","2012-09-07 00:00:00","Katie Mullens Irish Bar And Restaurant","1550 Court Place","Denver","Colorado","USA",39.74222946,-104.98902130
2861,"Máire Ní Chathasaigh & Chris Newman (Irish Harp & Guitar) ","2012-09-09 19:00:00","2012-09-09 21:00:00","St Mary's Church","Church Hill","Swanage","Dorset","England",50.60845184,-1.96306586
2829,"Pádraig Sweeney Flute & Whistle Class","2012-09-10 04:30:00","2012-09-10 06:30:00","Aras Phadraig","","Drumshanbo","Leitrim","Ireland",54.04821014,-8.03947926
2862,"Máire Ní Chathasaigh & Chris Newman (Irish Harp & Guitar) ","2012-09-10 08:00:00","2012-09-10 23:00:00","The Village Club","High Street","Nettlebed","Oxfordshire","England",51.57571411,-0.99152291
2863,"Máire Ní Chathasaigh & Chris Newman (Irish Harp & Guitar) ","2012-09-12 20:30:00","2012-09-12 11:00:00","The Works","Hollins Mill Lane","Sowerby Bridge","Yorkshire","England",53.71078873,-1.91629255
2842,"Festival De Musique Irlandaise","2012-09-14 18:00:00","2012-09-16 18:30:00","Place D'Astarac","","Tournay","Midi-Pyrénées","France",43.18431091,0.24371010
2852,"8th Gerry Whelan Memorial Weekend","2012-09-14 18:00:00","2012-09-16 23:00:00","Various Venues","","Cootehill","Cavan","Ireland",54.07250214,-7.08235407
2864,"Máire Ní Chathasaigh & Chris Newman (Irish Harp & Guitar) ","2012-09-14 19:30:00","2012-09-14 21:30:00","The Village Hall","Stamfordham","Stamfordham","Northumberland","England",55.04341888,-1.87881446
2853,"Kevin Carr, My Grandfather's Fiddle","2012-09-15 07:00:00","2012-09-15 10:00:00","Auburn House Concerts","1665 High St.","Auburn","California","USA",38.89111710,-121.08250427
2868,"Set Dancing Ceili","2012-09-15 20:00:00","2012-09-15 00:00:00","London Irish Centre","50-52 Camden Square","Camden","London","England",51.54587173,-0.13118830
2849,"Irish Fiddle Concert: Music At Good Shepherd Presents Cady Finlayson & Vita Tanga","2012-09-16 15:00:00","2012-09-16 16:15:00","Good Shepherd Lutheran Chuch","7000 Creedmore Rd.","Raleigh","North Carolina","USA",35.88283157,-78.63807678
2843,"Two Roads Diverged: A Dialogue On Irish And Black Contributions To American Culture","2012-09-18 19:00:00","2012-11-07 21:00:00","Irish Arts Center","553 West 51st Street","Manhattan","New York","USA",40.76638412,-73.99350739
2814,"Battle Of The Buskers","2012-09-20 14:00:00","2012-09-20 00:00:00","The Garden Ballintubbert","","Ballintubbert","Laois","Ireland",52.98398972,-7.08662367
2854,"Liz Carroll, Mairtín O'Connor & Dave Flynn (The Tune Makers)","2012-09-20 20:30:00","2012-09-20 00:00:00","Christ Church","Main Street","Portumna","Galway","Ireland",53.09278107,-8.21854019
2855,"Dave Flynn & The Clare Memory Orchestra Featuring Liz Carroll, Mairtin O'Connor And Mick O'Brien","2012-09-21 20:00:00","2012-09-21 00:00:00","Glór","Causeway Link","Ennis","Clare","Ireland",52.84102631,-8.99745941
2851,"Sean Keane Band, Workshop & Concert","2012-09-22 19:30:00","2012-09-22 22:00:00","C'ville Coffee","1301 Harris St.","Charlottesville","Virginia","USA",38.04100418,-78.47763824
2856,"Liz Carroll, Mairtín O'Connor, Charlie Lennon & Dave Flynn (The Tune Makers)","2012-09-26 20:00:00","2012-09-26 00:00:00","The Dock Arts Centre","St. George's Terrace","Carrick-on-Shannon","Leitrim","Ireland",53.94496536,-8.09672832
2874,"The Tune Makers - Live Traditional Irish Music Webcast On LiveTrad.com","2012-09-26 20:30:00","2012-09-26 00:00:00","The Dock Arts Centre","St. George's Terrace","Carrick-on-Shannon","Leitrim","Ireland",53.94496536,-8.09672832
2857,"Liz Carroll, Mairtín O'Connor, Tommy Peoples & Dave Flynn (The Tune Makers)","2012-09-27 20:00:00","2012-09-27 00:00:00","Ionad Cois Locha","","Dunlewey","Donegal","Ireland",55.01937103,-8.11112976
